name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
"Spacious, Cozy 1 Bedroom",Brooklyn,Flatbush,40.64919,-73.96129,Entire home/apt,72,1,3,0.07,1,0
Private room - Heart of East Village,Manhattan,East Village,40.72853,-73.98619,Private room,100,1,212,3.05,1,278
Greenpoint Brooklyn Modern Charm II,Brooklyn,Greenpoint,40.72321,-73.9433,Entire home/apt,150,3,107,2.38,2,277
Greenpoint Brooklyn Modern Charm,Brooklyn,Greenpoint,40.72176,-73.94393,Entire home/apt,165,2,129,2.8,2,235
New Apartment Near Prospect Park and Major Subway!,Brooklyn,Flatbush,40.65027,-73.9608,Entire home/apt,105,3,1,0.29,1,38
Big bedroom 3 stops/10 mins from Manhattan!,Brooklyn,Cobble Hill,40.68759,-73.99376,Private room,82,1,25,0.7,1,0
Private Studio & Kitchen in Renovated Brownstone,Brooklyn,Bedford-Stuyvesant,40.68974,-73.94283,Entire home/apt,75,2,68,2.28,1,232
"Clean, Convenient & Comfy Apt in FLATIRON! :-)",Manhattan,Midtown,40.74559,-73.98551,Private room,139,4,14,1.75,1,28
420 FRIENDLY BACKYARD PARTY EXPERIENCE ONLY,Brooklyn,Bedford-Stuyvesant,40.682,-73.91572,Private room,750,1,4,0.22,4,89
"420 friendly rm,lots of sunlight great for couples",Brooklyn,Bedford-Stuyvesant,40.68166,-73.91625,Private room,85,12,4,0.42,4,365
420 friendly COZY BRICK EXPOSED PVT RM,Brooklyn,Bedford-Stuyvesant,40.68155,-73.91435,Private room,70,12,27,0.73,4,342
420 friendly Beautiful rm with plenty of sunlight,Brooklyn,Bedford-Stuyvesant,40.68285,-73.91484,Private room,85,14,32,0.92,4,115
UNIQUE APT COZY APARTMANT,Brooklyn,Bedford-Stuyvesant,40.69576,-73.94082,Entire home/apt,90,2,51,0.86,1,179
Simplistic & Modern Apartment In Brooklyn,Brooklyn,Crown Heights,40.67228,-73.91841,Entire home/apt,125,2,24,2.17,1,55
private entrance mini apt! part of my home,Brooklyn,Bedford-Stuyvesant,40.68988,-73.93136,Entire home/apt,85,5,42,1.27,1,52
Modern sunny Wall St. apartment,Manhattan,Financial District,40.70844,-74.0124,Entire home/apt,160,3,1,0.02,1,0
Harlem Vibrant Garden Apartment,Manhattan,Harlem,40.81106,-73.94467,Entire home/apt,200,3,48,1.4,1,53
GREAT FOR FAMILIES AND GROUPS!!!,Brooklyn,Williamsburg,40.70404,-73.93496,Entire home/apt,200,2,129,2.03,1,64
Queens Quality Convenient Apartment,Queens,Elmhurst,40.73587,-73.88279,Entire home/apt,99,3,48,0.58,2,301
Quality Cozy Studio Next to Subway,Queens,Elmhurst,40.7347,-73.88066,Entire home/apt,79,4,60,0.64,2,297
Spacious gorgeous digs in East Village w elevator,Manhattan,East Village,40.72553,-73.98012,Entire home/apt,149,2,5,0.23,1,0
Comfy & Charming 2 Bedroom Home,Brooklyn,Bedford-Stuyvesant,40.69118,-73.95928,Entire home/apt,160,2,14,0.3,1,0
Sweet digs of Windsor,Brooklyn,Windsor Terrace,40.65554,-73.97932,Entire home/apt,104,3,30,4.95,1,43
Spectacular 2bedroom near Subway-Cafes-Shop & MORE,Manhattan,Upper West Side,40.7867,-73.97594,Entire home/apt,349,5,5,1.95,1,220
Sunny room in Avenida Siempre Verde - Bushwick,Brooklyn,Bushwick,40.68642,-73.90734,Private room,70,3,21,1.78,1,33
Miltons place,Manhattan,Harlem,40.81438,-73.94782,Entire home/apt,110,4,13,2.6,2,197
White Space Studio,Manhattan,Harlem,40.81272,-73.9471,Entire home/apt,110,4,20,4.69,2,227
Good Vibes private room,Brooklyn,Bedford-Stuyvesant,40.6947,-73.94319,Private room,85,3,36,2.44,1,69
Studio in central historical Harlem,Manhattan,Harlem,40.80819,-73.94315,Entire home/apt,120,1,1,0.03,1,0
"Charming 1-Bed Apt, Brooklyn - 20 min to Manhattan",Brooklyn,Bay Ridge,40.63359,-74.02302,Entire home/apt,75,30,1,0.03,1,191
FIVE STAR LIGHT-FILLED DUPLEX - PRIVATE DECK,Manhattan,Kips Bay,40.74423,-73.97614,Entire home/apt,195,4,30,0.45,1,4
Brooklyn artist apartment,Brooklyn,Bushwick,40.70104,-73.91813,Private room,42,3,5,0.1,1,298
Private Artist’s Apt/ Amazing Location!,Brooklyn,Williamsburg,40.71164,-73.965,Entire home/apt,299,2,5,0.06,3,0
ARTIST LOFT+OFFICE in PRIME WILLIAMSBURG!,Brooklyn,Williamsburg,40.7093,-73.96484,Private room,123,3,269,3.09,3,158
Blue Room in Awesome Artist's Apartment!,Brooklyn,Williamsburg,40.71023,-73.96665,Private room,89,3,205,2.31,3,0
Sunny and charming Room in Duplex Apt in BedStuy,Brooklyn,Bedford-Stuyvesant,40.68808,-73.9413,Private room,100,2,6,0.28,1,39
"Stunning, spacious apt near nightlife + parks!",Brooklyn,Greenpoint,40.72341,-73.94061,Private room,49,3,4,0.3,1,7
Lovely LES apartment,Manhattan,Lower East Side,40.72081,-73.99069,Entire home/apt,110,7,2,2.0,1,0
"Luxe, Spacious 2BR 2BA Nr Trains",Brooklyn,Gowanus,40.66862,-73.9926,Entire home/apt,260,30,3,0.03,1,316
1 bedroom apt,Queens,Astoria,40.76473,-73.91183,Entire home/apt,199,1,5,0.23,1,0
Entire Apt in the center of NYC,Manhattan,Hell's Kitchen,40.75464,-73.99542,Entire home/apt,120,2,9,1.08,1,2
Cozy Apt 10 minutes to Central Park,Queens,Long Island City,40.75588,-73.93117,Entire home/apt,130,3,6,0.13,1,0
Cozy 1 Bedroom on Upper West Side,Manhattan,Upper West Side,40.78922,-73.97398,Entire home/apt,175,2,8,0.59,1,1
Beautiful Modern Brooklyn Gem,Brooklyn,East Flatbush,40.6543,-73.91488,Entire home/apt,85,1,183,7.65,1,120
⭐️Walk + Transit Score 97⭐️8min to Yankee Std⭐️,Bronx,Concourse,40.82097,-73.92739,Entire home/apt,145,2,76,3.04,1,139
Near Central Park & Grand Central,Manhattan,Midtown,40.7587,-73.96705,Private room,105,2,17,0.55,1,190
Spacious colorful East Village 2BR,Manhattan,East Village,40.729,-73.98195,Entire home/apt,150,30,3,0.13,1,0
Sunny East Village apartment,Manhattan,East Village,40.72791,-73.98916,Entire home/apt,180,4,3,0.1,1,0
Cozy Room in Brooklyn (5 min from J train),Brooklyn,Bedford-Stuyvesant,40.69268,-73.93054,Private room,50,5,1,0.04,1,6
Modern 2BR Apartment in Financial District,Manhattan,Financial District,40.70624,-74.01006,Entire home/apt,225,3,3,2.5,1,68
Modern Studio in Middle Village,Queens,Maspeth,40.72153,-73.88753,Entire home/apt,79,3,64,1.6,1,311
The Halsey Brownstone Inn,Brooklyn,Bedford-Stuyvesant,40.68314,-73.92784,Entire home/apt,120,2,6,0.41,1,334
Moroccan Lounge*,Brooklyn,Bushwick,40.6986,-73.91914,Private room,95,2,1,1.0,2,65
MothErOfTheC00L-privateEntranceBathroom/ModernCaVe,Brooklyn,Bushwick,40.69782,-73.92025,Entire home/apt,93,2,14,1.03,2,330
Hamilton Beach House,Queens,Howard Beach,40.65059,-73.82896,Entire home/apt,100,1,42,1.97,1,220
Very cozy apartment in the heart of Ridgewood =),Queens,Ridgewood,40.70844,-73.90905,Entire home/apt,120,3,16,2.32,2,60
Rare and spacious apartment. 15 mins to Manhattan.,Brooklyn,Williamsburg,40.71131,-73.94156,Entire home/apt,200,3,29,3.57,2,144
Studio 250 New York City,Manhattan,Theater District,40.75601,-73.98909,Entire home/apt,2000,1,3,0.07,1,0
Beautiful Area. Central Park views. Classic Apt,Manhattan,Upper East Side,40.77547,-73.9623,Private room,105,2,35,1.35,1,327
Modern Rustic NYC Chic in the LES,Manhattan,Chinatown,40.71507,-73.99033,Entire home/apt,245,4,27,0.58,1,0
2bdrm + Patio/BackYard/Time Square/1st Floor,Manhattan,Hell's Kitchen,40.7642,-73.98677,Entire home/apt,399,2,287,3.69,1,284
Spacious East Village Gem -Union Sq,Manhattan,East Village,40.7278,-73.97997,Entire home/apt,175,1,2,0.05,1,0
Haven near Riverside Park n 1 train,Manhattan,Morningside Heights,40.81488,-73.96058,Entire home/apt,45,2,7,0.12,2,0
"Spacious haven near Riverside park, subway, and CU",Manhattan,Morningside Heights,40.81615,-73.96156,Private room,55,2,19,0.79,2,0
The Silver Room,Manhattan,Harlem,40.83141,-73.94722,Private room,55,5,31,0.88,3,326
The Brass Shack,Manhattan,Harlem,40.83185,-73.94806,Private room,40,5,19,0.57,3,316
The Golden Chamber,Manhattan,Harlem,40.83001,-73.94815,Private room,70,5,42,0.87,3,348
Cozy Apartment Near Times Square,Manhattan,Hell's Kitchen,40.7567,-73.99277,Entire home/apt,185,2,241,5.65,1,22
Spacious Manhattan Studio - Greenwich Village,Manhattan,Greenwich Village,40.73213,-73.99323,Entire home/apt,126,3,2,0.1,1,0
Studio in Vibrant Lower East Side,Manhattan,Lower East Side,40.72005,-73.98911,Entire home/apt,129,4,78,2.07,1,26
Quiet Apt in the Upper West Side near Central Park,Manhattan,Upper West Side,40.78141,-73.97681,Entire home/apt,160,4,22,0.75,1,0
Large NYC Chelsea Studio - King Bed,Manhattan,Chelsea,40.74403,-73.99581,Entire home/apt,225,4,153,2.03,1,205
Jestina's Place: Private bedroom &  livingroom!,Brooklyn,Flatbush,40.64105,-73.957,Private room,70,1,66,4.07,1,144
"Spacious Bedroom in Washington Heights, Manhattan",Manhattan,Washington Heights,40.83466,-73.94029,Private room,60,3,5,2.42,1,93
Charming Colonial House in Brooklyn,Brooklyn,East Flatbush,40.64082,-73.94818,Entire home/apt,125,4,10,0.17,1,0
Great place - heart of Williamsburg,Brooklyn,Williamsburg,40.71824,-73.95455,Entire home/apt,200,1,1,0.02,1,0
Full of Light Studio Apartment close to Subway,Brooklyn,Prospect-Lefferts Gardens,40.66155,-73.94579,Entire home/apt,80,13,109,1.66,1,15
3 Bedroom Spacious Apartment,Bronx,Port Morris,40.80143,-73.91353,Entire home/apt,115,2,11,4.46,3,6
Sun-Filled 3 Bedroom Apartment in Bronx,Bronx,Port Morris,40.80273,-73.91519,Entire home/apt,115,4,9,3.97,3,124
Bronx Beauty,Bronx,Port Morris,40.8027,-73.91563,Entire home/apt,109,2,9,3.42,3,50
Spacious cozy place in heart of nolita,Manhattan,Nolita,40.72184,-73.99452,Private room,20,14,9,0.48,1,0
"1 bedroom / 1 bathroom in Bushwick, Brooklyn",Brooklyn,Bushwick,40.68759,-73.90727,Private room,79,3,7,1.11,1,69
Large Furnished Room Near B'way ,Manhattan,Hell's Kitchen,40.76489,-73.98493,Private room,79,2,430,3.47,1,220
"Private room W/ private bathroom, shower, balcony",Brooklyn,Brighton Beach,40.58087,-73.95974,Private room,45,1,1,1.0,1,39
Modern Loft in East Williamsburg (Morgan Ave),Brooklyn,Bushwick,40.70473,-73.92867,Entire home/apt,200,3,1,1.0,1,46
Large East Village One Bedroom ,Manhattan,East Village,40.72823,-73.9817,Entire home/apt,170,4,14,0.23,1,0
"Cozy 1 bedroom, close to it all in Manhattan !",Manhattan,Upper East Side,40.76295,-73.95725,Entire home/apt,145,6,49,2.38,1,76
"Beautiful & centrally located, big 1 bedroom apt.",Manhattan,Midtown,40.74665,-73.98042,Entire home/apt,175,2,11,0.6,1,88
Sunny Windsor Terrace 3 BR + deck,Brooklyn,Windsor Terrace,40.65092,-73.98054,Entire home/apt,120,5,1,0.09,2,0
Queens Village relaxing place,Queens,Queens Village,40.70601,-73.73737,Entire home/apt,67,3,93,4.46,1,134
Large master bedroom one block from Prospect Park,Brooklyn,Prospect Heights,40.67575,-73.96546,Private room,102,1,5,0.14,1,0
Upscale Artsy Apartment in Brooklyn - Free Parking,Brooklyn,Crown Heights,40.6751,-73.91035,Entire home/apt,100,2,7,1.03,1,0
High-end doorman bldg in the LES,Manhattan,Lower East Side,40.72019,-73.98217,Private room,120,2,99,1.04,1,345
Bright ‘n Clean private room close to L M train!!,Queens,Ridgewood,40.69924,-73.90191,Private room,45,2,14,2.96,1,168
Brooklyn Apartment,Brooklyn,Williamsburg,40.71201,-73.94474,Entire home/apt,275,3,1,0.11,1,0
Spacious Private Room in Wash Hts!,Manhattan,Washington Heights,40.84347,-73.93978,Private room,200,7,41,0.8,1,87
Private Charming Spacious Bedroom,Brooklyn,Crown Heights,40.67591,-73.93985,Private room,72,3,6,0.1,1,83
"Modern Room in a Cozy, Colorful Apartment",Brooklyn,Prospect-Lefferts Gardens,40.66122,-73.94867,Private room,75,1,3,0.1,1,0
The best location - ASTORIA 46th st,Queens,Astoria,40.75639,-73.91619,Private room,50,25,5,0.33,3,155
Perfect Location - ASTORIA,Queens,Astoria,40.75547,-73.91539,Private room,48,20,2,0.91,3,0
Modern 1 Bedroom In the Middle of Everything!,Brooklyn,Williamsburg,40.70294,-73.94152,Entire home/apt,94,2,29,1.1,1,1
Mi Casa Es Su Casa NYC,Manhattan,East Harlem,40.79351,-73.93388,Entire home/apt,99,5,13,0.3,1,127
One Bedroom Beauty in Bushwick,Brooklyn,Bushwick,40.68678,-73.90629,Entire home/apt,75,2,154,4.04,1,15
Luxury drmn Bldg + Empire State Views & Roof Top!,Manhattan,Kips Bay,40.74033,-73.98268,Entire home/apt,189,365,7,0.19,1,362
Renovated 1 BDR Apt~ Heart of Midtown Manhattan ❤️,Manhattan,Midtown,40.75592,-73.96957,Entire home/apt,99,2,54,3.54,1,98
Beautiful Red Brick Room,Brooklyn,Bedford-Stuyvesant,40.68661,-73.91944,Private room,45,2,1,0.02,1,0
Quaint Essential,Brooklyn,East Flatbush,40.63344,-73.94068,Entire home/apt,86,1,2,1.58,1,360
Cozy Room in Brooklyn- 2 blocks from subway!,Brooklyn,Bedford-Stuyvesant,40.69134,-73.95551,Private room,50,3,15,0.8,1,0
Lovely 1BR Harlem apartment,Manhattan,Harlem,40.80379,-73.95257,Entire home/apt,105,3,4,0.21,1,0
Great Location! Brooklyn Heights One Bedroom,Brooklyn,Brooklyn Heights,40.69293,-73.99113,Entire home/apt,188,2,25,0.74,1,30
Big Sunny 1BR near the subway - 20 mins to NYC!,Brooklyn,Crown Heights,40.66756,-73.95812,Entire home/apt,100,3,12,0.5,1,4
Lovely Room in Wonderful Apartment,Brooklyn,Bedford-Stuyvesant,40.68115,-73.95074,Private room,55,1,2,0.04,1,0
Downtown Manhattan Modern Gem!!,Manhattan,Gramercy,40.73857,-73.98335,Entire home/apt,269,3,145,3.31,1,110
"Cozy studio in trendy Bushwick, Brooklyn",Brooklyn,Bushwick,40.70252,-73.91943,Entire home/apt,99,4,10,0.72,1,0
Hippie 1 Bedroom in Chinatown,Manhattan,Chinatown,40.71532,-73.99903,Entire home/apt,150,7,2,0.11,1,0
Romantic Rooftop Studio with 360 Brooklyn views!,Brooklyn,Gowanus,40.68275,-73.98562,Entire home/apt,150,1,179,5.69,1,0
Peaceful Greenpoint Sanctuary,Brooklyn,Greenpoint,40.73081,-73.95551,Entire home/apt,195,2,34,0.97,1,0
Vibrant 1 Bedroom Apt.in Midtown,Manhattan,Hell's Kitchen,40.76542,-73.98702,Entire home/apt,290,2,55,1.37,1,0
Cozy Huge Brownstone in Bedstuy,Brooklyn,Bedford-Stuyvesant,40.69324,-73.93217,Entire home/apt,125,1,153,2.21,1,1
Private Apt Manhattan Upper East 12min CentralPark,Manhattan,East Harlem,40.79074,-73.94276,Entire home/apt,140,2,31,4.13,1,272
Spacious One Bedroom in Hell’s Kitchen,Manhattan,Hell's Kitchen,40.76239,-73.99003,Entire home/apt,300,2,1,0.6,1,0
Spacious Home by the Bay,Brooklyn,Sheepshead Bay,40.58581,-73.9383,Entire home/apt,189,2,13,0.27,1,0
"Quiet, relaxing room in Greenpoint",Brooklyn,Greenpoint,40.73356,-73.95808,Private room,80,1,2,0.05,1,0
East Village 1 BDRM - Trendy Area - Subway 1.5 Blk,Manhattan,East Village,40.72472,-73.98665,Entire home/apt,128,1,28,0.79,2,178
East Village Queen Bed - Breakfast  - Subway 2 Blk,Manhattan,East Village,40.72333,-73.98838,Private room,65,1,139,3.64,2,103
Private Bedroom in Gorgeous Uptown Apartment,Manhattan,Washington Heights,40.84946,-73.93126,Private room,43,5,1,0.04,1,0
Amazing and Perfect 1BR in Beautiful SOHO/Nolita!,Manhattan,Nolita,40.72426,-73.99535,Entire home/apt,275,3,24,0.66,1,82
Zen Bed/Bath in Historic Harlem,Manhattan,Harlem,40.81667,-73.94342,Private room,75,3,6,0.17,1,0
Trendy studio btwn Grand Central and Central Park,Manhattan,Midtown,40.75598,-73.96664,Entire home/apt,135,3,4,0.13,1,0
"Spacious, sunny, private loft bdrm!",Brooklyn,Bushwick,40.70041,-73.93816,Private room,70,11,21,0.4,1,134
East Village Studio Apt w/private Courtyard Oasis,Manhattan,East Village,40.7292,-73.98156,Entire home/apt,120,6,1,0.03,1,0
Modern loft in great neighborhood,Brooklyn,Bushwick,40.70416,-73.9211,Entire home/apt,100,5,2,0.06,1,0
Tristan's House,Queens,Long Island City,40.76462,-73.9319,Private room,35,1,16,1.37,1,95
Duplex Brownstone sleeps 4-6,Brooklyn,Cobble Hill,40.68554,-73.99499,Entire home/apt,175,7,32,0.5,1,24
Northern Manhattan Getaway,Manhattan,Inwood,40.86755,-73.9287,Private room,125,2,21,1.82,1,141
"Heart of Nolita, close to SoHo",Manhattan,Nolita,40.72241,-73.99592,Entire home/apt,200,4,3,0.05,1,0
"Spacious 1 bedroom apt in Chinatown, NYC",Manhattan,Chinatown,40.71483,-73.99287,Entire home/apt,92,7,9,0.53,1,4
"Sunny, Bushwick Apartment",Brooklyn,Bushwick,40.69819,-73.9334,Private room,40,2,1,0.04,1,0
"BRAND NEW MODERN 2BR 1BA,HEART OF LOWER EAST SIDE!",Manhattan,Lower East Side,40.72337,-73.99057,Entire home/apt,449,1,3,0.63,3,352
FURNISHED 2BR 1BA BY CENTRAL PARK!!,Manhattan,Hell's Kitchen,40.76502,-73.98839,Entire home/apt,369,1,2,0.22,3,365
"RENOVATED 2BR BY CENTRAL PARK, 51 AND 9",Manhattan,Hell's Kitchen,40.76363,-73.98746,Entire home/apt,379,1,3,0.14,3,365
1BR apartment in the heart of SoHo,Manhattan,Greenwich Village,40.72812,-73.99983,Entire home/apt,180,2,11,0.22,1,0
Beautiful Private Bedroom in NY,Bronx,Norwood,40.87225,-73.88748,Private room,33,7,40,0.82,1,0
"HUGE, well-lit apartment, great Brooklyn location",Brooklyn,Crown Heights,40.66505,-73.95998,Entire home/apt,150,2,1,0.05,1,0
Sunny Brooklyn Artist's Apartment,Brooklyn,Williamsburg,40.71426,-73.9369,Entire home/apt,90,7,18,1.31,1,0
The Yorkville Gem,Manhattan,Upper East Side,40.78023,-73.95069,Shared room,110,7,15,3.46,1,4
Sunny and spacious 1 bedroom Brooklyn apartment,Brooklyn,Bedford-Stuyvesant,40.68444,-73.94822,Entire home/apt,75,5,2,0.05,1,0
Clean private room with double bed,Brooklyn,Williamsburg,40.71536,-73.96358,Private room,66,2,1,0.05,2,0
ｳｨﾘｱﾑｽﾞﾊﾞｰｸﾞのかわいいお部屋です2,Brooklyn,Williamsburg,40.71523,-73.96245,Private room,66,2,3,0.15,2,0
"Fresh, bright modern studio w/ Garage Parking",Queens,Flushing,40.7447,-73.82497,Entire home/apt,99,3,95,3.52,1,63
Spacious Williamsburg 1BR with designer ammenities,Brooklyn,Williamsburg,40.70981,-73.95343,Entire home/apt,175,3,28,1.43,1,0
"Bright, cozy den in 4 bedrm duplex.",Brooklyn,Bedford-Stuyvesant,40.68826,-73.9385,Private room,40,1,8,0.16,4,335
Zen in Brooklyn,Brooklyn,Bedford-Stuyvesant,40.6878,-73.93915,Private room,40,3,3,0.18,4,89
Modern Brooklyn Duplex,Brooklyn,Bedford-Stuyvesant,40.68818,-73.93826,Private room,40,1,4,0.12,4,365
Brooklyn Charm,Brooklyn,Bedford-Stuyvesant,40.68777,-73.9387,Private room,40,2,5,0.12,4,87
"Bushwick Room w Private Bath, 1 Block to Subway",Brooklyn,Bushwick,40.70072,-73.91359,Private room,60,3,50,3.33,1,85
Cozy shared studio in a safe neighborhood,Queens,Little Neck,40.76212,-73.71928,Shared room,32,3,1,0.14,1,88
"Bright, renovated apartment close to subway+city",Brooklyn,Bedford-Stuyvesant,40.68466,-73.91716,Entire home/apt,130,2,10,5.36,1,262
Bright Artistic Downtown Studio,Manhattan,Chinatown,40.71719,-73.99109,Entire home/apt,145,30,60,1.38,1,15
Private Clean Spacious Sunny E Village Studio Apt,Manhattan,East Village,40.72425,-73.98976,Entire home/apt,115,10,4,0.27,1,0
Studio apt. w/ lofted queen bed in East Village,Manhattan,East Village,40.72899,-73.98334,Entire home/apt,160,4,6,0.65,1,6
Spacious Artistic 1 Bedroom Loft & High Ceilings,Brooklyn,Williamsburg,40.70694,-73.94176,Private room,90,2,3,0.9,1,0
Entire 1 Bedroom Apartment with Rooftop Access,Brooklyn,Clinton Hill,40.69474,-73.96655,Entire home/apt,100,1,6,4.19,1,80
BROOKLYN 2 BEDROOMS,Brooklyn,Williamsburg,40.71962,-73.9605,Entire home/apt,500,3,1,1.0,1,357
"Cozy East-Village Walk, Blocks from Union Square",Manhattan,East Village,40.72978,-73.98584,Entire home/apt,250,5,1,0.03,1,0
Modern luxury apartment on 42nd Street,Manhattan,Hell's Kitchen,40.76236,-73.99827,Entire home/apt,175,3,4,0.29,1,0
Quiet and spacious room for 2,Queens,Maspeth,40.71937,-73.90442,Private room,40,1,2,0.13,2,169
Private NYC Studio--Near Central Park + East River,Manhattan,Upper East Side,40.76218,-73.95858,Entire home/apt,150,3,13,4.24,1,61
Spacious Bedroom in The Heights,Manhattan,Washington Heights,40.83702,-73.94199,Private room,75,1,11,0.3,1,0
BUSHWICK (1 block from Jefferson L),Brooklyn,Bushwick,40.70794,-73.92168,Private room,120,2,11,0.2,2,365
3 BEDS - PRIVATE HALF BATH -NEXT TO METRO,Brooklyn,Bedford-Stuyvesant,40.69383,-73.95268,Private room,100,30,13,1.55,3,336
MASTER PRIVATE BATHROOM - 2 BEDS - NEXT TO METRO,Brooklyn,Bedford-Stuyvesant,40.69526,-73.95155,Private room,90,30,28,2.37,3,320
GREAT LOCATION 1 RIGHT NEXT TO METRO,Brooklyn,Bedford-Stuyvesant,40.69453,-73.95173,Private room,65,30,18,1.54,3,354
Quiet Studio in Prime East Village,Manhattan,East Village,40.72554,-73.9838,Entire home/apt,107,3,19,0.44,1,72
Location Location - Spacious Room in Time Square,Manhattan,Hell's Kitchen,40.75912,-73.98985,Private room,106,1,63,1.84,2,19
Location Location - Cozy Room In Time Square,Manhattan,Hell's Kitchen,40.75964,-73.99071,Private room,49,1,41,1.62,2,8
"High floor, sunny, clean and cozy FiDi apt:)",Manhattan,Financial District,40.70388,-74.0082,Entire home/apt,165,2,6,2.5,1,1
2 BR - Manhattan Upper West Side - Bright & Quiet,Manhattan,Upper West Side,40.79782,-73.97179,Entire home/apt,195,2,1,0.16,1,3
Trendy Bushwick neighborhood,Brooklyn,Bushwick,40.70732,-73.91926,Private room,65,1,32,0.55,1,188
1 Bedroom available for the entirety of September,Brooklyn,Red Hook,40.67659,-74.00643,Private room,35,10,1,0.02,2,0
